y,metric,model,aggregation,dist_metric,fold,loglik,delta_loglik,rsquared,delta_rsquared,rsquared_adj,delta_rsquared_adj,aic,bic,anova_p_vs_baseline,anova_p_ias_vs_surprisal,anova_p_surprisal_vs_ias,anova_p_both_vs_ias,anova_p_both_vs_surprisal
meanItemRT,Surprisal + IAS (mean),gpt2_medium,Smean,cosine_std,3,-4.841963391049817,0.09584224562271348,0.34802104481740936,0.1377555150431229,0.3476781035265195,0.13743075734090537,2523849.215854472,2525294.175065379,,,,,
meanItemRT,IAS (min),gpt2_medium,Smin,cosine_std,3,-4.890096145566271,0.04770949110625988,0.28213768192022104,0.07187215214593456,0.2817628435581926,0.07151549737257845,2548933.4299153937,2550367.918407381,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_medium,Smin,cosine_std,3,-4.8834004089967555,0.05440522767577516,0.29168683455493516,0.08142130478064868,0.2913142614383014,0.08106691525268728,2545445.692364201,2546890.651575108,,,,,
meanItemRT,Surprisal,gpt2_large,,,3,-4.919011710817108,0.018793925855423055,0.23939898983215313,0.029133460057866656,0.23937855816248876,0.029131211976874627,2563745.8755373466,2563829.6412887033,,,,,
meanItemRT,IAS (mean),gpt2_large,Smean,cosine_std,3,-4.838921019756825,0.09888461691570605,0.35197612390930644,0.14171059413501996,0.3516377523272475,0.14139040614163334,2522261.56844502,2523696.0569370072,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_large,Smean,cosine_std,3,-4.823489391082474,0.11431624559005638,0.3716707678291401,0.16140523805485363,0.3713402663056298,0.16109292012001564,2514220.788759493,2515665.7479704,,,,,
meanItemRT,IAS (min),gpt2_large,Smin,cosine_std,3,-4.880382442673628,0.05742319399890228,0.2959492882313647,0.08568375845707821,0.2955816617256438,0.08533431554002968,2543870.764532183,2545305.25302417,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_large,Smin,cosine_std,3,-4.870971162494904,0.066834474177627,0.3090773854546379,0.09881185568035145,0.30871395977739224,0.09846661359177811,2538967.718238394,2540412.677449301,,,,,
meanItemRT,Surprisal,gpt2_xl,,,3,-4.921629866795547,0.016175769876983992,0.23540579999839029,0.02514027022410381,0.23538526106153257,0.025137914875918432,2565110.4270154373,2565194.192766794,,,,,
meanItemRT,IAS (mean),gpt2_xl,Smean,cosine_std,3,-4.845663662300181,0.09214197437234972,0.3431781489245458,0.13291261915025931,0.34283518339954067,0.13258783721392653,2525775.7528269067,2527210.241318894,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_xl,Smean,cosine_std,3,-4.834613493255687,0.10319214341684368,0.3575349049712431,0.1472693751969566,0.35719696797605416,0.14694962179044002,2520018.537322945,2521463.496533852,,,,,
meanItemRT,IAS (min),gpt2_xl,Smin,cosine_std,3,-4.884540215610856,0.05326542106167498,0.2900703126709502,0.0798047828966637,0.28969961640447717,0.07945227021886303,2546037.745893791,2547472.234385778,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_xl,Smin,cosine_std,3,-4.87798805160901,0.05981758506352097,0.29931277377042875,0.08904724399614228,0.29894421190203857,0.08869686571642443,2542624.8366419966,2544069.7958529037,,,,,
meanItemRT,Baseline,,,,4,-4.937464345332941,,0.2112117321285395,,0.2111935703261194,,2573361.167215385,2573434.4622478224,,,,,
meanItemRT,Surprisal,gpt2_small,,,4,-4.919545988193264,0.01791835713967682,0.23897880003395722,0.02776706790541772,0.23895835707693058,0.027764786750811177,2564024.334494471,2564108.100245828,,,,,
meanItemRT,IAS (mean),gpt2_small,Smean,cosine_std,4,-4.853544430510506,0.08391991482243544,0.33308800202315536,0.12187626989461586,0.3327397678358429,0.12154619750972351,2529883.1146489093,2531317.6031408967,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_small,Smean,cosine_std,4,-4.844113725583454,0.09335061974948733,0.34554901698067264,0.13433728485213314,0.34520477540177397,0.13401120507565456,2524969.944409389,2526414.903620296,,,,,
meanItemRT,IAS (min),gpt2_small,Smin,cosine_std,4,-4.890201302572157,0.0472630427607843,0.28235727747176687,0.07114554534322737,0.2819825537735601,0.07078898344744067,2548988.2364849774,2550422.7249769648,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_small,Smin,cosine_std,4,-4.883164273882574,0.05430007145036697,0.29238667958512954,0.08117494745659004,0.2920144745873686,0.08082090426124922,2545322.621576311,2546767.580787218,,,,,
meanItemRT,Surprisal,gpt2_medium,,,4,-4.917335889403966,0.020128455928975164,0.24233524056933287,0.031123508440793368,0.2423148877748006,0.031121317448681185,2562872.457526674,2562956.2232780308,,,,,
meanItemRT,IAS (mean),gpt2_medium,Smean,cosine_std,4,-4.853902682894876,0.08356166243806484,0.33260998516602214,0.12139825303748264,0.3322615013778444,0.12106793105172498,2530069.831492615,2531504.3199846023,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_medium,Smean,cosine_std,4,-4.841242568306455,0.0962217770264866,0.3492963110177426,0.1380845788892031,0.34895404051757917,0.13776047019145976,2523473.5316905044,2524918.4909014115,,,,,
meanItemRT,IAS (min),gpt2_medium,Smin,cosine_std,4,-4.8898910464296925,0.047573298903248684,0.28280244546680855,0.07159071333826905,0.28242795421713385,0.07123438389101444,2548826.5347065986,2550261.023198586,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_medium,Smin,cosine_std,4,-4.883086504092028,0.05437784124091305,0.2924967329055358,0.0812850007769963,0.2921245857958822,0.08093101546976278,2545282.088894716,2546727.048105623,,,,,
meanItemRT,Surprisal,gpt2_large,,,4,-4.918536711228539,0.018927634104402458,0.24051341299690143,0.029301680868361935,0.240493011263466,0.0292994409373466,2563498.3114517797,2563582.0772031364,,,,,
meanItemRT,IAS (mean),gpt2_large,Smean,cosine_std,4,-4.838412319554252,0.09905202577868888,0.35296921259319014,0.14175748046465064,0.3526313595614524,0.141437789235333,2521996.4400038416,2523430.928495829,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_large,Smean,cosine_std,4,-4.822918683714705,0.11454566161823632,0.3727114723021613,0.1614997401736218,0.37238151818977916,0.16118794786365975,2513923.3429278997,2515368.302138807,,,,,
meanItemRT,IAS (min),gpt2_large,Smin,cosine_std,4,-4.880046835840778,0.05741750949216318,0.29678483572619796,0.08557310359765846,0.29641764550922844,0.08522407518310904,2543695.8502781834,2545130.3387701707,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_large,Smin,cosine_std,4,-4.870592604155082,0.06687174117785943,0.30995663224567027,0.09874490011713077,0.3095936690527228,0.09840009872660338,2538770.4181743786,2540215.3773852857,,,,,
meanItemRT,Surprisal,gpt2_xl,,,4,-4.921252861883225,0.016211483449716013,0.23637642651094315,0.025164694382403652,0.23635591364757214,0.02516234332145273,2564913.9365791944,2564997.702330551,,,,,
meanItemRT,IAS (mean),gpt2_xl,Smean,cosine_std,4,-4.845160173392919,0.0923041719400226,0.34417788506789126,0.13296615293935177,0.34383544156423895,0.13264187123811955,2525513.3404503083,2526947.8289422956,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_xl,Smean,cosine_std,4,-4.834046552638387,0.10341779269455387,0.3585941907229885,0.14738245859444898,0.35825681091269057,0.14706324058657116,2519723.054676496,2521168.013887403,,,,,
meanItemRT,IAS (min),gpt2_xl,Smin,cosine_std,4,-4.884332280240584,0.05313206509235702,0.29073175365935355,0.07952002153081406,0.2903614027703303,0.07916783244421088,2545929.3724740297,2547363.860966017,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_xl,Smin,cosine_std,4,-4.877637759122882,0.05982658621005932,0.3001648849491889,0.08895315282064942,0.29979677129174986,0.08860320096563046,2542442.2684017364,2543887.2276126435,,,,,
meanItemRT,Baseline,,,,5,-4.939301329147049,,0.21069762388562374,,0.2106794502458923,,2574318.581135492,2574391.8761679293,,,,,
meanItemRT,Surprisal,gpt2_small,,,5,-4.921413304779885,0.017888024367163524,0.23843659026508068,0.027738966379456942,0.23841613274292628,0.027736682497033982,2564997.5574916187,2565081.3232429754,,,,,
meanItemRT,IAS (mean),gpt2_small,Smean,cosine_std,5,-4.855674192055456,0.08362713709159308,0.33226244611384725,0.12156482222822351,0.331913780854981,0.12123433060908873,2530993.1208089986,2532427.609300986,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_small,Smean,cosine_std,5,-4.846199881264064,0.0931014478829848,0.3447960302543436,0.13409840636871984,0.3444513926040105,0.13377194235811818,2526057.223716255,2527502.182927162,,,,,
meanItemRT,IAS (min),gpt2_small,Smin,cosine_std,5,-4.892356420909986,0.04694490823706232,0.2814324828865161,0.07073485900089238,0.2810572762983752,0.07037782605248288,2550111.458301234,2551545.9467932214,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_small,Smin,cosine_std,5,-4.885125148666409,0.054176180480639324,0.2917500088920114,0.08105238500638767,0.29137746900511385,0.08069801875922156,2546344.6059831483,2547789.5651940554,,,,,
meanItemRT,Surprisal,gpt2_medium,,,5,-4.919220271785224,0.02008105736182486,0.24176954301677034,0.031071919131146597,0.24174917502616888,0.031069724780276586,2563854.575011197,2563938.3407625537,,,,,
meanItemRT,IAS (mean),gpt2_medium,Smean,cosine_std,5,-4.856687384216905,0.08261394493014329,0.3309079813332413,0.12021035744761754,0.3305586088282263,0.119879158582334,2531521.1844052407,2532955.672897228,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_medium,Smean,cosine_std,5,-4.843850849504357,0.09545047964269138,0.3478670006668786,0.13716937678125485,0.34752397834868043,0.13684452810278813,2524832.936551477,2526277.895762384,,,,,
meanItemRT,IAS (min),gpt2_medium,Smin,cosine_std,5,-4.892203422934895,0.04709790621215326,0.28165232799912987,0.07095470411350613,0.28127723620512124,0.07059778595922894,2550031.7175925924,2551466.2060845797,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_medium,Smin,cosine_std,5,-4.88530155477749,0.05399977436955883,0.2915000855534937,0.08080246166786997,0.2911274142067819,0.0804479639608896,2546436.5467313705,2547881.5059422776,,,,,
meanItemRT,Surprisal,gpt2_large,,,5,-4.9203244003638495,0.01897692878319912,0.24009332510423853,0.02939570121861479,0.24007291208617831,0.029393461840286017,2564430.033576834,2564513.7993281907,,,,,
meanItemRT,IAS (mean),gpt2_large,Smean,cosine_std,5,-4.839961970143923,0.09933935900312552,0.3529194599150134,0.14222183602938965,0.35258158090446057,0.14190213065856827,2522804.099295371,2524238.5877873586,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_large,Smean,cosine_std,5,-4.824199398807582,0.11510193033946692,0.37300057319998403,0.1623029493143603,0.37267077115483405,0.16199132090894175,2514590.836265726,2516035.795476633,,,,,
meanItemRT,IAS (min),gpt2_large,Smin,cosine_std,5,-4.881704077193979,0.05759725195306942,0.2965794159843873,0.08588179209876357,0.29621211850562446,0.08553266825973216,2544559.5845845756,2545994.073076563,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_large,Smin,cosine_std,5,-4.872181130767732,0.0671201983793166,0.3098499136700188,0.09915228978439505,0.30948689434304155,0.09880744409714926,2539598.339182573,2541043.29839348,,,,,
meanItemRT,Surprisal,gpt2_xl,,,5,-4.923064076906364,0.01623725224068462,0.23591809980019107,0.02522047591456733,0.23589757462500371,0.025218124379111417,2565857.920114674,2565941.685866031,,,,,
meanItemRT,IAS (mean),gpt2_xl,Smean,cosine_std,5,-4.847576138962155,0.09172519018489389,0.3429900869367133,0.13229246305108955,0.34264702321342455,0.13196757296753225,2526772.5127134076,2528207.001205395,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_xl,Smean,cosine_std,5,-4.8363906634768785,0.10291066567017015,0.35752483920771894,0.1468272153220952,0.3571868969179328,0.14650744667204052,2520944.7771161874,2522389.7363270945,,,,,
meanItemRT,IAS (min),gpt2_xl,Smin,cosine_std,5,-4.886325901565604,0.05297542758144491,0.2900470984754704,0.07934947458984665,0.28967639008749335,0.07899693984160105,2546968.423985174,2548402.9124771613,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_xl,Smin,cosine_std,5,-4.879650817015199,0.059650512131849354,0.29946210397309936,0.08876448008747562,0.29909362065247835,0.08841417040658606,2543491.4500185177,2544936.409229425,,,,,
meanItemRT,Baseline,,,,6,-4.939825415699115,,0.20980853057939763,,0.20979033646834633,,2574591.7287573903,2574665.0237898277,,,,,
meanItemRT,Surprisal,gpt2_small,,,6,-4.921836223148796,0.017989192550318833,0.23773299288369842,0.02792446230430079,0.23771251646113623,0.027922179992789897,2565217.977470475,2565301.7432218315,,,,,
meanItemRT,IAS (mean),gpt2_small,Smean,cosine_std,6,-4.855938761773668,0.08388665392544681,0.3318571656215088,0.12204863504211116,0.3315082887417341,0.12171795227338778,2531131.0113712945,2532565.499863282,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_small,Smean,cosine_std,6,-4.84636654661211,0.09345886908700507,0.34452671693248116,0.13471818635308352,0.34418193762319194,0.1343916011548456,2526144.087695672,2527589.0469065793,,,,,
meanItemRT,IAS (min),gpt2_small,Smin,cosine_std,6,-4.892575909106364,0.047249506592750734,0.28106117599734426,0.07125264541794663,0.28068577552792184,0.07089543905957552,2550225.852915328,2551660.3414073153,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_small,Smin,cosine_std,6,-4.885290469777329,0.05453494592178565,0.2914607965647039,0.08165226598530628,0.2910881045519623,0.081297768083616,2546430.7693623067,2547875.728573214,,,,,
meanItemRT,Surprisal,gpt2_medium,,,6,-4.9197125499938625,0.020112865705252503,0.2409637389378836,0.031155208358485953,0.24094334930134353,0.031153012832997207,2564111.144506201,2564194.910257558,,,,,
meanItemRT,IAS (mean),gpt2_medium,Smean,cosine_std,6,-4.857007030261708,0.08281838543740694,0.3304281276980483,0.12061959711865067,0.33007850463307764,0.12028816816473131,2531687.780088039,2533122.2685800265,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_medium,Smean,cosine_std,6,-4.844118321347492,0.09570709435162339,0.34746740384184316,0.13765887326244552,0.3471241713354941,0.13733383486714779,2524972.3396664564,2526417.2988773636,,,,,
meanItemRT,IAS (min),gpt2_medium,Smin,cosine_std,6,-4.892479974045665,0.04734544165344978,0.28119910564407946,0.07139057506468183,0.28082377719588114,0.07103344072753481,2550175.852712912,2551610.3412048994,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_medium,Smin,cosine_std,6,-4.885565104130436,0.05426031156867861,0.2910715112517973,0.08126298067239968,0.29069861447476586,0.08090827800641953,2546573.9054915337,2548018.864702441,,,,,
meanItemRT,Surprisal,gpt2_large,,,6,-4.920886351430614,0.018939064268501227,0.23917972997733328,0.029371199397935643,0.23915929241779388,0.02936895594944755,2564722.915729419,2564806.6814807756,,,,,
meanItemRT,IAS (mean),gpt2_large,Smean,cosine_std,6,-4.840787851057228,0.09903756464188707,0.35179944095385685,0.1419909103744592,0.3514609771151799,0.14167064064683355,2523234.5385168144,2524669.0270088017,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_large,Smean,cosine_std,6,-4.824956956149735,0.1148684595493803,0.3720011323562473,0.1621926017768497,0.37167080460466095,0.16188046813631463,2514985.666061768,2516430.625272675,,,,,
meanItemRT,IAS (min),gpt2_large,Smin,cosine_std,6,-4.882042371350247,0.05778304434886827,0.296048688649724,0.08624015807032637,0.29568111404683894,0.08589077757849262,2544735.8994392925,2546170.38793128,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_large,Smin,cosine_std,6,-4.872463027988427,0.0673623877106877,0.30940709789979526,0.09959856732039762,0.309043845651478,0.0992535091831317,2539745.2606312325,2541190.2198421396,,,,,
meanItemRT,Surprisal,gpt2_xl,,,6,-4.923645523052852,0.01617989264626285,0.23496965694988237,0.025161126370484732,0.23494910629711774,0.02515876982877141,2566160.96286887,2566244.7286202265,,,,,
meanItemRT,IAS (mean),gpt2_xl,Smean,cosine_std,6,-4.848129736774623,0.09169567892449226,0.34221118852614585,0.13240265794674821,0.34186771809394234,0.132077381625596,2527061.041250092,2528495.5297420793,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_xl,Smean,cosine_std,6,-4.836854128844654,0.10297128685446122,0.3568791146021755,0.14707058402277784,0.3565408326608899,0.14675049619254354,2521186.3297042875,2522631.2889151946,,,,,
meanItemRT,IAS (min),gpt2_xl,Smin,cosine_std,6,-4.887121287700822,0.05270412799829316,0.2888616283186596,0.07905309773926195,0.2884903009266192,0.07869996445827288,2547382.969694216,2548817.458186203,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_xl,Smin,cosine_std,6,-4.880384834277628,0.05944058142148734,0.29837847559964625,0.08856994502024862,0.2980094222899017,0.08821908582155535,2543874.0110074882,2545318.9702183953,,,,,
meanItemRT,Baseline,,,,7,-4.938760493473907,,0.21001620873652216,,0.20999801940724794,,2574036.704072679,2574109.9991051164,,,,,
meanItemRT,Surprisal,gpt2_small,,,7,-4.920828454301362,0.017932039172545267,0.23784621758532543,0.027830008848803267,0.2378257442042655,0.02782772479701756,2564692.7404404185,2564776.506191775,,,,,
meanItemRT,IAS (mean),gpt2_small,Smean,cosine_std,7,-4.8547582926176425,0.08400220085626486,0.3321871122435872,0.12217090350706505,0.33183840764845296,0.12184038824120502,2530515.765012804,2531950.2535047913,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_small,Smean,cosine_std,7,-4.845383516247518,0.09337697722638971,0.3445916520219472,0.13457544328542503,0.34424690686855086,0.13424888746130292,2525631.744066011,2527076.7032769183,,,,,
meanItemRT,IAS (min),gpt2_small,Smin,cosine_std,7,-4.891570936403134,0.04718955707077299,0.28116394494203767,0.07114773620551551,0.28078859813435775,0.07079057872710981,2549702.073202077,2551136.561694064,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_small,Smin,cosine_std,7,-4.884423067193268,0.054337426280639534,0.2913671323362077,0.08135092359968554,0.2909943910560301,0.08099637164878215,2545978.6895443248,2547423.648755232,,,,,
meanItemRT,Surprisal,gpt2_medium,,,7,-4.9186919832101035,0.02006851026380385,0.24109590881596843,0.03107970007944627,0.24107552272984611,0.031077503322598177,2563579.2373453076,2563663.0030966643,,,,,
meanItemRT,IAS (mean),gpt2_medium,Smean,cosine_std,7,-4.8555874889405874,0.08317300453331988,0.3310786974222564,0.12106248868573422,0.33072941405820555,0.12073139465095761,2530947.932185967,2532382.4206779543,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_medium,Smean,cosine_std,7,-4.842959336462094,0.09580115701181313,0.34776161658515314,0.13774540784863099,0.34741853883486973,0.1374205194276218,2524368.290652006,2525813.249862913,,,,,
meanItemRT,IAS (min),gpt2_medium,Smin,cosine_std,7,-4.891076899484368,0.047683593989539474,0.28187385726086756,0.0718576485243454,0.281498881140385,0.07150086173313708,2549444.5870884587,2550879.075580446,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_medium,Smin,cosine_std,7,-4.884296279267748,0.05446421420615977,0.29154680173776204,0.08153059300123988,0.29117415496378907,0.08117613555654113,2545912.6091989987,2547357.568409906,,,,,
meanItemRT,Surprisal,gpt2_large,,,7,-4.919904777371246,0.018855716102661013,0.23925288561046976,0.029236676873947598,0.23923245001607596,0.02923443060882802,2564211.331108565,2564295.0968599217,,,,,
meanItemRT,IAS (mean),gpt2_large,Smean,cosine_std,7,-4.839284867505576,0.09947562596833137,0.35253730635224534,0.14252109761572318,0.3521992277967214,0.14220120838947348,2522451.2015254963,2523885.6900174837,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_large,Smean,cosine_std,7,-4.823820713791833,0.11493977968207414,0.37225573104216636,0.1622395223056442,0.3719255372096295,0.16192751780238157,2514393.470179738,2515838.429390645,,,,,
meanItemRT,IAS (min),gpt2_large,Smin,cosine_std,7,-4.881112648565235,0.05764784490867214,0.29604337781505574,0.08602716907853358,0.2956758004390698,0.08567778103182189,2544251.339080418,2545685.8275724053,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_large,Smin,cosine_std,7,-4.871653429649973,0.06710706382393461,0.30923595248118985,0.09921974374466769,0.3088726102102878,0.09887459080303984,2539323.30769241,2540768.266903317,,,,,
meanItemRT,Surprisal,gpt2_xl,,,7,-4.922564071099767,0.016196422374139985,0.23519600668043772,0.02517979794391556,0.2351754621080001,0.025177442700752173,2565597.3230883456,2565681.0888397023,,,,,
meanItemRT,IAS (mean),gpt2_xl,Smean,cosine_std,7,-4.846574597851893,0.09218589562201451,0.34302850126783646,0.1330122925313143,0.34268545760294145,0.1326874381956935,2526250.5215052324,2527685.00999722,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_xl,Smean,cosine_std,7,-4.835473756059001,0.10328673741490668,0.35745365077909863,0.14743744204257647,0.35711567104415975,0.14711765163691182,2520466.895972878,2521911.8551837853,,,,,
meanItemRT,IAS (min),gpt2_xl,Smin,cosine_std,7,-4.885818809390544,0.05294168408336297,0.289386231203694,0.07937002246717184,0.2890151777378386,0.07901715833059064,2546704.133628639,2548138.6221206263,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_xl,Smin,cosine_std,7,-4.879190362272497,0.059570131201410526,0.2987445943074627,0.08872838557094054,0.2983757335763608,0.08837771416911289,2543251.466532078,2544696.425742985,,,,,
meanItemRT,Baseline,,,,8,-4.936922304643562,,0.21093319670467148,,0.21091502848899002,,2573078.662112569,2573151.9571450064,,,,,
meanItemRT,Surprisal,gpt2_small,,,8,-4.919472393147012,0.017449911496550286,0.23799648954141328,0.027063292836741804,0.23797602019703867,0.027060991708048654,2563985.9776395047,2564069.7433908614,,,,,
meanItemRT,IAS (mean),gpt2_small,Smean,cosine_std,8,-4.853441613433272,0.08348069121028967,0.33226619196697493,0.12133299526230346,0.3319175286640401,0.1210025001750501,2529829.5276220604,2531264.0161140477,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_small,Smean,cosine_std,8,-4.84432251979916,0.09259978484440179,0.34433406364036956,0.13340086693569808,0.3439891829953421,0.13307415450635207,2525078.765449085,2526523.724659992,,,,,
meanItemRT,IAS (min),gpt2_small,Smin,cosine_std,8,-4.890200310631367,0.04672199401219501,0.2813266107609579,0.07039341405628641,0.28095134889072015,0.07003632040173013,2548987.7194973407,2550422.207989328,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_small,Smin,cosine_std,8,-4.883368613320032,0.05355369132352994,0.2910793493982159,0.08014615269354441,0.2907064567440538,0.0797914282550638,2545429.1208390407,2546874.080049948,,,,,
meanItemRT,Surprisal,gpt2_medium,,,8,-4.917339182185779,0.019583122457783375,0.24124059274609844,0.03030739604142696,0.24122021054655296,0.03030518205756294,2562874.1736850417,2562957.9394363984,,,,,
meanItemRT,IAS (mean),gpt2_medium,Smean,cosine_std,8,-4.854265062064198,0.08265724257936391,0.33116559695220105,0.12023240024752957,0.330816358963533,0.11990133047454299,2530258.699167115,2531693.1876591025,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_medium,Smean,cosine_std,8,-4.841762683708841,0.09515962093472119,0.34768228009596525,0.13674908339129377,0.34733916061464465,0.13642413212565463,2523744.6095968434,2525189.5688077505,,,,,
meanItemRT,IAS (min),gpt2_medium,Smin,cosine_std,8,-4.889906985223791,0.04701531941977066,0.2817480974456926,0.07081490074102115,0.2813730556585746,0.0704580271695846,2548834.8418148174,2550269.3303068047,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_medium,Smin,cosine_std,8,-4.883445913055719,0.0534763915878429,0.29096974216799687,0.08003654546332539,0.29059679186037113,0.07968176337138111,2545469.408533684,2546914.367744591,,,,,
meanItemRT,Surprisal,gpt2_large,,,8,-4.918417925086056,0.01850437955750639,0.23960181291240967,0.028668616207738196,0.23958138669108697,0.028666358202096953,2563436.4015397513,2563520.167291108,,,,,
meanItemRT,IAS (mean),gpt2_large,Smean,cosine_std,8,-4.838235957923731,0.09868634671983134,0.3522671828383197,0.14133398613364823,0.3519289632353373,0.14101393474634727,2521904.5224383534,2523339.0109303407,,,,,
meanItemRT,Surprisal + IAS (mean),gpt2_large,Smean,cosine_std,8,-4.822775664538608,0.11414664010495379,0.37198898547926784,0.16105578877459636,0.37165865133841747,0.16074362284942745,2513848.803049548,2515293.762260455,,,,,
meanItemRT,IAS (min),gpt2_large,Smin,cosine_std,8,-4.879767651208598,0.05715465343496362,0.29616660121420424,0.08523340450953276,0.295799088180441,0.08488405969145096,2543550.342598107,2544984.8310900945,,,,,
meanItemRT,Surprisal + IAS (min),gpt2_large,Smin,cosine_std,8,-4.870570897352193,0.06635140729136868,0.30899423204703036,0.09806103534235888,0.3086307626310463,0.09771573414205625,2538759.104849195,2540204.064060102,,,,,
meanItemRT,Surprisal,gpt2_xl,,,8,-4.92101276974562,0.01590953489794167,0.2356453249709961,0.02471212826632463,0.23562479246838586,0.024709763979395838,2564788.80343818,2564872.569189537,,,,,
meanItemRT,IAS (mean),gpt2_xl,Smean,cosine_std,8,-4.845129553704043,0.09179275093951933,0.3432749198236007,0.13234172311892922,0.3429320048284038,0.13201697633941378,2525497.3818359026,2526931.87032789,,,,,
