id,surprisal,entropy,deviation,tokens
73,"[12.53339839  5.17399597  3.74652171  7.37294579  4.9305315   5.85799789
  1.83680248  5.54180193]","[6.76311779 4.42879581 4.31861687 4.84610033 3.32672691 2.68919635
 4.33658886 7.17135143]","[-0.44304943  0.74520016 -0.57209516  2.52684546  1.60380459  3.16880155
 -2.49978638 -1.6295495 ]",['No-one' 'else' 'had' 'dared' 'step' 'within' 'the' 'ring']
74,"[ 8.81814194  0.44292882  0.75131619  7.48740673  8.91782856 10.44191265
  2.08382797  1.64829266]","[6.76311779 1.78706956 2.27011132 7.49257278 1.18518424 5.11669159
 3.29483557 5.21605682]","[ 2.05502415e+00 -1.34414077e+00 -1.51879513e+00 -5.16605377e-03
  7.73264408e+00  5.32522106e+00 -1.21100760e+00 -3.56776428e+00]",['None' 'of' 'the' 'city' 'people' 'dress' 'like' 'that']
75,"[ 6.82715225  7.40070534  1.63421464 11.84708691  1.93926549  2.28378677
  1.59805703  0.29291007]","[6.76311779 5.17843676 4.41955805 7.93873549 3.8148191  4.15652943
 3.36463356 1.55578947]","[ 0.06403446  2.22226858 -2.78534341  3.90835142 -1.87555361 -1.87274265
 -1.76657653 -1.26287937]",['She' 'saw' 'the' 'throwing' 'knife' 'in' 'his' 'hand']
76,"[6.82715225 2.31399179 7.27182579 3.92247534 1.24943447 6.3304801
 8.63462734 4.11562347]","[6.76311779 5.17843676 5.91816044 3.55451894 3.19956613 6.58782864
 5.9114275  4.47744751]","[ 0.06403446 -2.86444497  1.35366535  0.3679564  -1.95013165 -1.50692511
  2.72319984 -0.36182404]","['She' 'was' 'smiling' 'in' 'the' 'dark,' 'teeth' 'flashing']"
77,"[10.44990921  4.19626713  8.85426903 13.04110718  0.25598723  1.16465926
  4.99563694  0.60042   ]","[6.76311779 3.01549411 4.09767056 2.88159561 1.29673302 3.05257607
 4.94751835 1.79743361]","[ 3.68679142  1.18077302  4.75659847 10.15951157 -1.04074574 -1.8879168
  0.04811859 -1.19701362]",['Shut' 'your' 'smart' 'foul' 'mouth' 'and' 'sit' 'down']
78,"[9.04085445 2.03369284 2.60533953 6.22796869 1.00213933 2.02640867
 1.81953216 7.74762487]","[6.76311779 3.11767817 3.43537974 2.59249687 3.29268265 3.39783812
 5.9811697  8.1761837 ]","[ 2.27773666 -1.08398533 -0.83004022  3.63547182 -2.29054332 -1.37142944
 -4.16163731 -0.42855883]",['Tell' 'me' 'what' 'really' 'happened' 'to' 'the' 'truck']
79,"[2.68723798 8.94612312 2.62238955 2.75392938 2.35715127 9.11551094
 4.49499321 2.55523014]","[6.76311779 8.41159058 3.9222095  4.51696587 3.35834336 5.11014843
 6.8653183  1.51280642]","[-4.07588005  0.53453255 -1.29981995 -1.76303649 -1.00119209  4.00536251
 -2.37032509  1.04242373]",['The' 'door' 'was' 'opened' 'and' 'Alexander' 'walked' 'out']
80,"[ 5.19362259  3.47640729 13.97382641  4.16788197  1.26377392  3.38536382
  0.81261533  6.27686977]","[6.76311779 2.04598904 5.16071177 4.81769753 2.55975866 5.80964708
 2.42858052 2.7975316 ]","[-1.5694952   1.43041825  8.81311417 -0.64981556 -1.29598475 -2.42428327
 -1.61596513  3.47933817]",['There' 'were' 'choked' 'screams' 'and' 'shouts' 'of' 'dismay']
81,"[ 5.19362259  4.49222279  0.19640224  8.61512756  5.70299721  4.84677076
 10.39794159  2.61069226]","[6.76311779 2.04598904 1.06945395 3.87216043 3.83769274 5.69369316
 3.16062307 4.82313013]","[-1.5694952   2.44623375 -0.8730517   4.74296713  1.86530447 -0.8469224
  7.23731852 -2.21243787]",['There' 'will' 'be' 'men' 'to' 'kill' 'either' 'way']
82,"[6.77447891 2.79771471 7.4132967  7.66644478 2.03120279 8.22349739
 0.48295391 2.74424696]","[6.76311779 4.54126167 6.55187464 5.79706717 3.17186165 2.77479863
 2.11125827 5.98245144]","[ 0.01136112 -1.74354696  0.86142206  1.86937761 -1.14065886  5.448699
 -1.62830436 -3.23820448]",['They' 'were' 'definitely' 'holding' 'hands' 'underneath' 'the' 'table']
83,"[11.61054395 10.3055954   7.8880682   3.32513905  5.20566654  7.80889702
  0.76543474  5.88314581  4.360816  ]","[6.76311779 6.88696575 5.0057826  4.81936455 5.00593996 4.67778826
 2.52037668 2.60919261 6.03638172]","[ 0.97361469  3.41862965  2.88228559 -1.4942255   0.19972658  3.13110876
 -1.75494194  3.2739532  -1.67556572]",['Claudia' 'still' 'teaches' 'and' 'still' 'claims' 'to' 'hate' 'it']
84,"[9.07659817 8.93878078 6.00717974 5.3457774  2.0931356  1.55132294
 1.75447714 0.04074734 7.21448898]","[6.76311779 3.23801708 3.51714802 6.72374582 3.90447402 3.19938803
 3.9639039  0.33647916 4.60106039]","[ 2.31348038  5.7007637   1.22820377 -1.3861413  -1.81133842 -1.64806509
 -2.20942688 -0.29573181  2.61342859]","['Burn' 'him' 'now,' ""don't"" 'wait' 'for' 'him' 'to' 'escape']"
85,"[7.13813511 7.78765726 3.01259947 5.70938587 4.97309303 0.51909202
 3.86410499 4.92794275 3.97034144]","[6.76311779 5.05145931 3.8902998  4.90326595 3.89467716 2.82495785
 4.66142464 2.36350107 5.61329699]","[-0.00736427  2.73619795 -0.87770033  0.80611992  1.07841587 -2.30586576
 -0.79731965  2.56444168 -1.64295554]","[""Don't"" 'die' 'of' 'cold' 'before' 'you' 'die' 'in' 'battle']"
86,"[7.72484493 7.63218904 4.5316062  1.29186308 2.73520041 9.44289255
 5.84373665 1.10428953 5.92102337]","[6.76311779 5.03301144 4.93288136 3.6089139  3.96404552 4.56752586
 4.36306238 2.90810704 2.61281252]","[ 0.96172714  1.72260284 -0.40127516 -2.31705093 -1.22884512  0.96644688
  1.48067427 -1.80381751  3.30821085]","['Good' 'God,' 'if' 'you' 'are' 'watching,' 'give' 'me' 'strength']"
87,"[ 6.22000313 12.34639379  2.56285071  3.58013296  1.10342228  5.20561504
  3.15464854  3.70656753  3.87598038]","[6.76311779 5.22920847 2.4235363  5.70374489 2.65606189 5.90702152
 1.30344224 6.55229187 3.72446442]","[-0.54311466  7.11578321  0.13931441 -2.12361193 -1.5526396  -0.70140648
  1.8512063  -2.84572434  0.15151596]",['He' 'heaved' 'his' 'shoulders' 'and' 'swung' 'the' 'axe' 'again']
88,"[6.22000313 2.88284254 8.42936707 7.68733692 1.74269009 8.86950493
 1.35300457 3.79573727 7.8400569 ]","[6.76311779 5.22920847 5.01831436 5.13580513 2.76744223 5.65339184
 3.57788134 4.31737614 5.96310234]","[-0.54311466 -2.34636593  3.4110527   2.55153179 -1.02475214  3.21611309
 -2.22487688 -0.52163887  1.87695456]",['He' 'is' 'after' 'glory' 'and' 'heads' 'for' 'his' 'hall']
89,"[6.22000313 6.11610413 8.1019907  0.94464779 1.12000847 4.27315283
 0.34138459 2.36770415 2.95369434]","[6.76311779 5.22920847 5.35883617 3.20912814 2.27107692 4.64771557
 1.77913094 4.59946823 5.01316643]","[-0.54311466  0.88689566  2.74315453 -2.26448035 -1.15106845 -0.37456274
 -1.43774629 -2.23176408 -2.05947208]",['He' 'just' 'wished' 'he' 'could' 'talk' 'to' 'his' 'dad']
90,"[6.22000313 9.7108326  7.19919586 5.4673171  3.68430138 1.41867328
 6.65704489 0.38245967 2.30864573]","[6.76311779 5.22920847 3.80123615 2.85559011 2.92988253 2.00927043
 5.70307636 1.298522   3.3491888 ]","[-0.54311466  4.48162413  3.39795971  2.611727    0.75441885 -0.59059715
  0.95396852 -0.91606236 -1.04054308]",['He' 'lay' 'his' 'sword' 'aside' 'and' 'extended' 'his' 'hands']
91,"[6.22000313 9.33848953 1.86430454 5.02317047 2.28569174 0.70803481
 0.74231303 7.66232586 4.47733831]","[6.76311779 5.22920847 2.74158621 5.09279537 3.33953476 2.22084236
 1.60059094 6.38553333 4.19188166]","[-0.54311466  4.10928106 -0.87728167 -0.0696249  -1.05384302 -1.51280761
 -0.85827792  1.27679253  0.28545666]",['He' 'sighed' 'and' 'walked' 'back' 'to' 'the' 'wood' 'shop']
92,"[6.22000313 8.54136658 3.68724799 3.41513062 6.80196333 2.1251564
 0.28515387 5.1452179  2.29199409]","[6.76311779 5.22920847 3.562361   2.45276022 4.78080702 1.90393066
 1.15370512 4.64932442 2.80677366]","[-0.54311466  3.31215811  0.12488699  0.9623704   2.02115631  0.22122574
 -0.86855125  0.49589348 -0.51477957]",['He' 'smiled' 'when' 'she' 'let' 'out' 'a' 'big' 'yawn']
93,"[6.22000313 2.38461351 9.18216228 1.35562074 2.74381018 3.00148463
 7.48498678 0.30867496 4.73651886]","[6.76311779 5.22920847 5.73384571 2.95518827 1.43321586 5.65274429
 3.12727356 1.6397841  0.86537397]","[-0.54311466 -2.84459496  3.44831657 -1.59956753  1.31059432 -2.65125966
  4.35771322 -1.33110917  3.87114477]",['He' 'was' 'leaning' 'against' 'his' 'truck' 'smoking' 'a' 'joint']
94,"[4.05731678 2.96961331 4.48980904 1.92376995 3.39469814 2.91346765
 8.25184727 3.61977601 2.48044634]","[6.76311779 4.73105574 5.61719227 2.52703094 4.76020718 3.17312741
 8.24302292 3.05907822 2.9721818 ]","[-2.70580101 -1.76144242 -1.12738323 -0.60326099 -1.36550903 -0.25965977
  0.00882435  0.56069779 -0.49173546]",['I' 'was' 'thinking' 'of' 'getting' 'the' 'band' 'together' 'again']
95,"[4.56346226 2.12368035 2.18026948 9.41504478 9.17008877 5.43370819
 0.76246887 4.36854219 0.90065753]","[6.76311779 2.35864997 5.14664745 6.60984707 5.3826046  5.03257036
 2.6742208  2.81933022 5.10114861]","[-2.19965553 -0.23496962 -2.96637797  2.80519772  2.79639626  0.40113783
 -1.91175199  1.54921198 -4.20049095]","['It' 'is' 'a' 'narrow' 'ship,' 'much' 'like' 'our' 'own']"
96,"[10.2331419  12.85246849  1.22241366  9.080019    1.3244257   6.88259554
  1.36182964  0.52682692  2.27370071]","[6.76311779 6.77380276 2.70523286 7.34913588 2.75600767 2.9931891
 4.03339624 1.74674129 4.69114017]","[ 3.47002411  6.07866573 -1.4828192   1.73088312 -1.43158197  3.88940644
 -2.67156649 -1.21991444 -2.41743946]",['Arthur' 'placed' 'the' 'bars' 'of' 'chocolate' 'on' 'the' 'counter']
97,"[ 6.82869148 10.07768631 11.50873756  1.07211721  4.37720823  4.2313652
  1.16865146  0.0602451   3.5670085 ]","[6.76311779 6.8041873  3.98900461 3.39092159 6.84673977 1.52968204
 2.42398095 0.29651785 2.6143508 ]","[ 0.06557369  3.27349901  7.51973295 -2.31880426 -2.46953154  2.70168304
 -1.25532949 -0.23627275  0.9526577 ]",['John' 'gave' 'Bernard' 'a' 'hard' 'slap' 'on' 'the' 'head']
98,"[ 7.20655942  2.45508337  5.13205051  3.46448755 10.01313913  3.48964167
  0.21897341  0.35426313  0.71154118]","[6.76311779 4.30516386 3.47582173 1.69638479 4.66321278 4.37140036
 1.28156304 1.75248313 2.55050468]","[-0.02552319 -1.85008049  1.65622878  1.76810277  4.04220581 -0.88175869
 -1.06258965 -1.39822006 -1.83896351]","[""Let's"" 'get' 'out' 'and' ""I'll"" 'buy' 'you' 'a' 'drink']"
99,"[ 7.20655942  4.61001062  3.89524984 11.34833241  3.31346846  2.41557908
  5.45236635  2.57290483  4.33328247]","[6.76311779 4.30516386 1.65173078 7.38532925 2.68813491 3.67342329
 4.60508871 4.26131248 3.3722024 ]","[-0.02552319  0.30484676  2.24351907  3.96300316  0.62533355 -1.25784421
  0.84727764 -1.68840766  0.96108007]","[""Let's"" 'have' 'the' 'gates' 'closed' 'and' 'go' 'home' 'early']"
100,"[ 7.69221306 11.90552998  1.25284362  6.0714035   1.81915808  2.90081763
  1.45614529  4.79459286  0.85266161]","[6.76311779 6.20773029 2.73558116 6.65533209 3.88931227 2.68455291
 3.80748796 7.11893082 1.68127263]","[ 0.92909527  5.69779968 -1.48273754 -0.58392859 -2.07015419  0.21626472
 -2.35134268 -2.32433796 -0.82861102]",['Andrew' 'closed' 'the' 'office' 'door' 'on' 'the' 'way' 'out']
101,"[8.51355457e+00 1.23810892e+01 5.03884888e+00 1.65902150e+00
 3.55049109e+00 3.78099036e+00 2.91090319e-03 3.38350199e-02
 6.72494015e-03]","[6.76311779 6.59059811 4.72446251 2.8907342  0.31381282 0.89349502
 0.03210453 0.19662653 0.06756733]","[ 1.75043678  5.7904911   0.31438637 -1.2317127   3.23667836  2.88749528
 -0.02919362 -0.16279151 -0.06084239]",['Charles' 'felt' 'sick' 'to' 'the' 'pit' 'of' 'his' 'stomach']
102,"[ 8.81729698 15.74679673  2.30053377  6.14462757  3.63474679  3.96241283
  4.0002327   0.14876594  4.79254675]","[6.76311779 6.59887886 2.77786684 5.51711559 3.00333095 1.55448091
 1.50680399 0.60364604 2.25947571]","[ 2.05417919  8.22652721 -0.47733307  0.62751198  0.63141584  2.4079318
  2.49342871 -0.45488012  2.53307104]","['Christopher' 'groaned' 'and' 'lay' 'his' 'hands' 'across' 'his'
 'stomach']"
103,"[ 8.23016167 10.69108105  5.25521135  1.88211584  0.06133749  3.30593562
  1.79118013  7.32151413  9.14565715]","[6.76311779 6.83303308 3.17071247 3.17905903 0.47358403 4.25096512
 2.69117808 5.46403599 5.61841202]","[ 1.46704388  3.85804796  2.08449888 -1.29694319 -0.41224653 -0.9450295
 -0.89999795  1.85747814  3.50422287]",['Dave' 'kicked' 'him' 'in' 'the' 'stomach' 'and' 'Paul' 'groaned']
104,"[11.52810252  8.5616436   2.70804167  7.07736397  4.70713186  4.53826046
  1.28325415  4.88103008  5.86647892]","[6.76311779 6.2001009  3.75265098 5.05302    2.47728252 5.48995304
 3.26652431 6.183424   1.91998327]","[ 4.4720583   2.3615427  -1.04460931  2.02434397  2.22984934 -0.95169258
 -1.98327017 -1.30239391  3.94649553]",['Dexter' 'opened' 'his' 'letter' 'and' 'found' 'a' 'photograph' 'inside']
105,"[10.31372368  8.10810852  1.71647346  6.29336119  1.03300714  8.54558754
  0.09737862  3.71670723  6.88708878]","[6.76311779 6.31653786 4.11819983 6.30455208 2.0457828  5.49887896
 0.72406209 5.1115284  4.75115824]","[ 2.32174969  1.79157066 -2.40172625 -0.01119089 -1.01277566  3.04670858
 -0.62668347 -1.39482117  2.13593054]",['Duncan' 'took' 'a' 'breath' 'and' 'wanted' 'to' 'be' 'sick']
106,"[ 8.98830509 14.1410284   0.96056616  0.86249751  1.7103703   8.02277952
  5.99448729  1.5356071   8.31920052]","[6.76311779 4.29923153 2.86046743 3.26043653 2.82855773 5.37297344
 2.31607342 2.69906521 3.35652399]","[ 2.2251873   9.84179688 -1.89990127 -2.39793897 -1.11818743  2.27563667
  3.67841387 -1.16345811  4.96267653]",['Edward' 'washed' 'his' 'hands' 'and' 'flicked' 'water' 'at' 'Bob']
107,"[6.82715225 6.76486015 3.10653853 2.93996263 1.96094549 2.33390141
 1.62950945 3.7132566  3.20893574]","[6.76311779 5.17843676 4.03409624 4.98897362 4.06850386 3.6935358
 3.15247321 1.05465603 3.11577368]","[ 0.06403446  1.5864234  -0.92755771 -2.04901099 -2.10755825 -1.3596344
 -1.52296376  2.65860057  0.09316206]",['She' 'turned' 'and' 'saw' 'him' 'standing' 'in' 'her' 'path']
108,"[ 6.77447891  7.45409155  7.96489763  5.42821264  0.83928806 11.45175362
  5.55024242  5.97489405  0.32995188]","[6.76311779 4.54126167 4.17938614 3.34209394 2.24832582 3.74923491
 6.39866924 2.69122648 1.11177123]","[ 0.01136112  2.91282988  3.78551149  2.0861187  -1.40903783  7.70251846
 -0.84842682  3.28366756 -0.78181934]",['They' 'turned' 'round' 'just' 'as' 'Frankie' 'walked' 'toward' 'them']
109,"[11.69880581  0.60746944  7.30076408  8.26831436  4.60505629  1.60443258
  4.23735237  2.33730769  4.44995499]","[6.76311779 3.20444012 8.27547455 4.11248875 5.61591101 4.75719213
 4.8891716  3.41283321 6.31347561]","[ 0.71539402 -2.59697056 -0.97471046  4.15582561 -1.01085472 -3.15275955
 -0.65181923 -1.07552552 -1.86352062]",['Underneath' 'the' 'table' 'her' 'hand' 'was' 'gripping' 'the' 'chair']
110,"[ 7.9522562  10.40716553 11.50986099  4.72396374  0.5454281   0.12862487
 12.40556049  4.36466111  3.01705551]","[6.76311779 2.66435337 5.16889    4.24555683 2.64255285 0.9508611
 1.65668643 5.37522984 3.42191792]","[ 1.18913841  7.74281216  6.34097099  0.47840691 -2.09712481 -0.82223624
 10.74887371 -1.01124191 -0.4048624 ]","['Whether' 'Peter' 'heard' 'him' 'or' 'not' 'Gabriel' ""didn't"" 'care']"
111,"[5.32538605 8.18264198 2.1770916  1.44653368 8.04418182 2.0425272
 1.20694602 3.80978179 0.4793075 ]","[6.76311779 3.76654816 4.31763935 4.71622705 7.16486645 4.0136404
 1.41807246 4.43210793 1.53003216]","[-1.43773174  4.41609383 -2.14054775 -3.26969337  0.87931538 -1.9711132
 -1.16663384 -0.62232614 -1.05072463]","['You' 'give' 'me' 'a' 'lead' 'and' ""I'll"" 'follow' 'it']"
112,"[ 6.05966473  2.67054796 11.64606571  3.90005755  0.80468273 12.4150219
  6.25671482  2.74657702  5.50361538  4.488451  ]","[6.76311779 6.85485744 7.6906147  4.24878645 4.27524471 6.49738026
 6.76356602 4.222435   5.83952999 2.85105491]","[-0.70345306 -4.18430948  3.95545101 -0.3487289  -3.47056198  5.91764164
 -0.5068512  -1.47585797 -0.33591461  1.6373961 ]",['All' 'the' 'bowls' 'from' 'the' 'empty' 'tables' 'are' 'cleared' 'up']
113,"[7.87613297 7.89572763 2.12342215 1.55245984 5.15026712 5.44122696
 1.24696577 0.72347021 3.52097821 3.57794142]","[6.76311779 7.67652225 5.4180398  3.8070066  5.37209845 3.27526546
 2.79609036 1.34385145 5.11748409 5.30737448]","[ 1.11301517  0.21920538 -3.29461765 -2.25454664 -0.22183132  2.1659615
 -1.5491246  -0.62038124 -1.59650588 -1.72943306]",['His' 'dark' 'hair' 'was' 'just' 'visible' 'under' 'his' 'white' 'hat']
114,"[7.87613297 9.00234604 4.65025234 3.24178553 5.62281895 0.95578516
 4.33390474 2.20588684 2.71938086 5.90184212]","[6.76311779 7.67652225 5.3696537  5.32371473 4.81584358 3.05652094
 3.08367491 4.11673164 2.38622808 5.16053772]","[ 1.11301517  1.32582378 -0.71940136 -2.08192921  0.80697536 -2.10073566
  1.25022984 -1.9108448   0.33315277  0.7413044 ]",['His' 'men' 'will' 'not' 'follow' 'him' 'and' 'they' 'are' 'few']
115,"[8.66891766 6.29127979 4.96538401 2.90982008 2.39849186 0.41439095
 1.11515676 7.16399002 3.17365384 6.63769627]","[6.76311779 4.08460808 2.12018251 5.24290085 3.90930319 1.35765207
 4.00752926 5.21254635 2.59557438 6.23569202]","[-2.70580101  2.20667171  2.84520149 -2.33308077 -1.51081133 -0.94326115
 -2.89335966  1.95144367  0.57807946  0.40200424]","[""I'll"" 'break' 'your' 'neck' 'if' 'you' ""don't"" 'fix' 'that' 'water']"
116,"[ 9.42006779 10.75773525 10.20949459  0.95671159  4.0396347   3.26523018
  1.52279913  2.02884054  5.87683153  5.22492933]","[6.76311779 6.83968735 3.7765708  3.46428633 6.57486153 2.40978003
 2.38685846 0.52654773 3.08084822 1.47266507]","[ 2.65695     3.9180479   6.43292379 -2.5075748  -2.53522682  0.85545015
 -0.86405933  1.50229287  2.79598331  3.75226426]",['Ian' 'gave' 'Geoffrey' 'a' 'hard' 'slap' 'across' 'his' 'right' 'ear']
117,"[ 9.38202763 11.15770149  4.61983824  2.87737894  1.54298675  6.84833241
  4.18052077  5.66547966  0.74699223  6.68065548]","[6.76311779 6.73183441 3.17322969 1.92149043 2.92905712 5.60663223
 2.58437395 6.19713449 2.96117592 5.33375502]","[ 2.61890984  4.42586708  1.44660854  0.95588851 -1.38607037  1.24170017
  0.29923248 -0.53165483 -2.21418381  1.34690046]","['Jake' 'smiled' 'again' 'at' 'his' 'baby' 'daughter,' 'she' 'was'
 'perfect']"
118,"[ 9.34961128 11.38474941  1.88950896  4.31323338  5.24125195  1.20022345
  6.44184256  0.99406898  5.44374228]","[6.76311779 5.30522633 4.74378872 6.83843899 1.00234342 3.43327332
 6.15757179 2.94362926 5.11541176]","[ 2.58649349  6.07952309 -2.85427976 -2.52520561  4.23890877 -2.23304987
  0.28427076 -1.94956028  0.32833052]",['Jimmy' 'liked' 'the' 'fact' 'they' 'were' 'calling' 'him' 'Jim']
119,"[ 8.63203812 14.57649368  2.49854088  4.00577831  0.73596263  9.1368167
  2.88625908  0.82806736  0.37971845  2.42629242]","[6.76311779 6.88020468 3.44164085 5.67048264 2.17313027 3.22362685
 3.26727986 1.73393559 1.04485989 3.78926635]","[ 1.86892033  7.47468138 -0.94309998 -1.66470432 -1.43716764  5.71638203
 -0.38102078 -0.90586823 -0.66514146 -1.36297393]","['Brian' 'sniffed' 'and' 'wiped' 'his' 'grubby' 'hand' 'across' 'his'
 'nose']"
120,"[ 7.86910725 13.13895607  4.82772589  2.11684871  2.55387497  9.01278877
  5.95231533  2.14732409  0.55487835  0.54131711]","[6.76311779 4.03821373 3.54839301 4.64117908 3.63821864 5.66418457
 5.67339039 3.35053968 1.40275359 1.4378581 ]","[ 1.10598946  9.10074234  1.27933288 -2.52433038 -1.08434367  3.3486042
  0.27892494 -1.2032156  -0.84787524 -0.896541  ]",['Phil' 'let' 'him' 'go' 'and' 'Charlie' 'fell' 'to' 'the' 'ground']
121,"[ 6.7375946   1.81860471 11.10444355  3.73838949  7.34084892  4.15960979
  4.84850311  4.5932188   2.40745735  1.37654555]","[6.76311779 1.76306784 3.82602978 3.5632863  5.40793514 3.67840171
 3.72629118 2.6890626  2.86912847 3.55251646]","[-0.02552319  0.05553687  7.27841377  0.17510319 -0.92586327  0.48120809
  1.12221193  1.90415621 -0.46167111 -2.17597103]","['Let' 'me' 'through' 'and' ""you'll"" 'hear' 'nothing' 'more' 'of' 'it']"
122,"[8.37789917e+00 7.02673626e+00 1.33111429e+00 5.00693893e+00
 2.32082343e+00 4.00401926e+00 4.44359827e+00 5.83200336e-01
 1.99250435e-03 9.22642291e-01]","[6.76311779 4.58525848 4.58644295 6.32198906 3.00975084 5.46147537
 4.49982595 1.42310929 0.02533874 3.73320675]","[ 1.61478138  2.44147778 -3.25532866 -1.31505013 -0.68892741 -1.45745611
 -0.05622768 -0.83990896 -0.02334623 -2.81056452]",['Men' 'could' 'be' 'paid' 'to' 'do' 'all' 'sorts' 'of' 'things']
123,"[10.34507585 12.26033211  6.32861137  3.73441768  0.04779394  1.85622799
  0.10557587 13.82487488  0.80166894  7.37526512]","[6.76311779 5.54356003 2.8951478  4.04653454 0.2823624  2.60918951
 0.60611343 2.60026646 1.94248068 5.38538265]","[ 2.7774229   6.71677208  3.43346357 -0.31211686 -0.23456846 -0.75296152
 -0.50053757 11.22460842 -1.14081168  1.98988247]",['Gilbert' 'sat' 'as' 'still' 'as' 'he' 'could' 'nursing' 'his' 'lip']
124,"[11.48842001 14.00013351  1.83718848  5.19360399  0.18030293  4.73262358
  4.59500408  0.18581894  0.43435144  0.38565549]","[6.76311779 6.31839657 2.66610432 5.12353992 0.92011058 5.24361563
 3.09146404 0.82481897 1.90033519 2.64019012]","[ 3.29872131  7.68173695 -0.82891583  0.07006407 -0.73980767 -0.51099205
  1.50354004 -0.63900006 -1.46598375 -2.25453472]",['Jacques' 'sighed' 'and' 'tried' 'to' 'move' 'out' 'of' 'the' 'way']
125,"[ 9.52263737  9.96240902  1.43769026  8.22717094  2.5069387  13.93278122
  4.54265547  0.79118311  0.42273268  4.6519022 ]","[6.76311779 6.27838182 3.70380783 5.58500624 2.17388678 5.02285099
 5.42552376 2.34659672 1.52434695 5.87834311]","[ 2.75951958  3.68402719 -2.26611757  2.64216471  0.33305192  8.90993023
 -0.88286829 -1.5554136  -1.10161424 -1.22644091]",['Jamie' 'took' 'a' 'cigarette' 'and' 'Andy' 'gave' 'him' 'a' 'light']
